essay_id,prompt_id,readability grades-Kincaid,readability grades-ARI,readability grades-Coleman-Liau,readability grades-FleschReadingEase,readability grades-GunningFogIndex,readability grades-LIX,readability grades-SMOGIndex,readability grades-RIX,readability grades-DaleChallIndex,sentence info-characters_per_word,sentence info-syll_per_word,sentence info-words_per_sentence,sentence info-sentences_per_paragraph,sentence info-type_token_ratio,sentence info-characters,sentence info-syllables,sentence info-words,sentence info-wordtypes,sentence info-sentences,sentence info-paragraphs,sentence info-long_words,sentence info-complex_words,sentence info-complex_words_dc,word usage-tobeverb,word usage-auxverb,word usage-conjunction,word usage-pronoun,word usage-preposition,word usage-nominalization,sentence beginnings-pronoun,sentence beginnings-interrogative,sentence beginnings-article,sentence beginnings-subordination,sentence beginnings-conjunction,sentence beginnings-preposition
52,1,7.078489626556017,7.260885200553254,8.146056195020748,72.92982295988938,11.073969571230982,33.90899031811895,10.483314773547882,2.8666666666666667,8.036933637621024,4.385892116182573,1.3900414937759336,16.066666666666666,15.0,0.5726141078838174,1057,335,241,138,15,1,43,28,55,9,7,6,37,23,3,6,0,3,0,1,0
53,1,4.348144750254843,5.257216275908938,5.6031563509174305,92.6501342167856,9.119809717974857,29.909616038056406,8.676462121975467,2.2222222222222223,7.479558239891268,3.9518348623853212,1.1559633027522935,16.14814814814815,27.0,0.44036697247706424,1723,504,436,192,27,1,60,29,84,27,13,12,78,49,7,11,0,0,2,0,1
54,1,4.541670560747665,5.109929906542057,6.7703601214953295,86.3233936915888,8.994859813084112,32.06658878504673,9.046693311223912,2.5,8.874572897196263,4.214953271028038,1.264018691588785,13.375,32.0,0.514018691588785,1804,541,428,220,32,1,80,39,124,13,6,16,55,36,7,10,1,1,1,3,4
55,1,8.92666666666667,10.177125,9.6936484625,66.68500000000002,13.333333333333336,42.08333333333333,11.94427190999916,4.416666666666667,8.510208333333333,4.5875,1.4166666666666667,20.0,12.0,0.4791666666666667,1101,340,240,115,12,1,53,32,59,14,11,8,23,23,2,2,0,0,0,0,1
56,1,11.731463219616206,12.141899431414359,12.39781465671642,45.75969660625446,16.516027007818053,50.032071783937454,14.291589790636214,5.958333333333333,10.16088393745558,5.053304904051172,1.6695095948827292,19.541666666666668,24.0,0.5245202558635395,2370,783,469,246,24,1,143,102,165,16,7,21,37,71,18,3,0,3,0,0,4
57,1,6.695667012909929,7.2035583914527415,9.670479941979526,69.74778602166494,11.102478112479597,39.70158777266657,10.575704874652,3.4347826086956523,8.90296837809764,4.726962457337884,1.4675767918088738,12.73913043478261,23.0,0.5324232081911263,1385,430,293,156,23,1,79,44,86,23,8,13,15,33,2,3,1,3,2,0,2
58,1,4.306379310344827,5.495270935960594,6.720830128078823,90.01405172413794,9.937931034482759,32.23399014778325,9.70820393249937,2.5714285714285716,7.855946305418719,4.177339901477833,1.206896551724138,14.5,14.0,0.5615763546798029,848,245,203,114,14,1,36,21,45,7,7,9,30,28,2,3,0,1,0,1,3
59,1,6.898311223007649,8.933185823569282,8.403026565701563,80.37544591846617,11.193996320325361,37.78454536651496,10.04025691230827,3.5652173913043477,8.156649084923018,4.374164810690423,1.2605790645879733,19.52173913043478,23.0,0.44543429844098,1964,566,449,200,23,1,82,38,101,14,11,16,55,63,9,7,0,1,4,0,0
60,1,6.703529411764709,7.163284313725491,10.209593073529415,67.18754901960787,12.180392156862746,34.86274509803922,11.06225774829855,2.6666666666666665,8.842750980392157,4.867647058823529,1.5147058823529411,11.333333333333334,6.0,0.7205882352941176,331,103,68,49,6,1,16,13,20,3,2,3,9,6,2,2,0,1,0,0,1
61,1,5.143990936128027,5.87892933012321,7.742818654723131,81.95666336213003,9.638804701883586,33.5432658263702,9.560752873022238,2.6956521739130435,7.8474446820563655,4.381107491856677,1.3159609120521172,13.347826086956522,23.0,0.504885993485342,1345,404,307,155,23,1,62,33,69,13,8,13,30,49,1,1,0,0,1,0,1
62,1,6.547219476025706,8.187760751359363,6.854980304498273,84.88942041522492,12.270983687592684,34.483687592684134,10.883074092183655,2.857142857142857,8.375679831932773,4.096885813148789,1.193771626297578,20.642857142857142,14.0,0.4532871972318339,1184,345,289,131,14,1,40,29,68,8,7,16,33,23,2,8,1,0,1,0,0
63,1,6.182111200644645,7.514468170829971,7.88888162328767,81.33307413376309,10.295245769540694,33.2723609991942,9.642111641550715,2.764705882352941,7.354446091861402,4.321917808219178,1.2773972602739727,17.176470588235293,17.0,0.4280821917808219,1262,373,292,125,17,1,47,25,53,9,23,11,45,33,9,10,0,0,0,0,2
64,1,6.249981981981982,8.255405405405405,6.0680098558558555,89.79389189189192,11.582702702702704,36.61441441441441,9.70820393249937,3.2,7.8671695495495495,3.945945945945946,1.117117117117117,22.2,10.0,0.44594594594594594,876,248,222,99,10,1,32,15,44,5,7,18,30,28,1,2,0,1,2,3,2
65,1,6.061081786542925,7.613110982211907,7.598991164733182,83.59337055297759,11.266860015467905,35.82376256767208,10.416198487095663,3.2083333333333335,7.970992034029389,4.259860788863109,1.2412993039443156,17.958333333333332,24.0,0.43155452436194897,1836,535,431,186,24,1,77,44,94,17,14,17,55,61,2,7,0,2,1,0,3
66,1,7.37518069705094,7.4964879356568375,9.014382863270782,68.7603689008043,10.579260053619302,35.56343163538874,10.183313998427188,3.08,8.31344889008043,4.557640750670242,1.4530831099195711,14.92,25.0,0.5227882037533512,1700,542,373,195,25,1,77,43,93,17,14,22,45,49,2,8,0,2,0,1,2
67,1,6.438238095238098,6.714489795918368,8.145798034013609,75.08592857142858,10.914013605442177,33.74761904761905,10.44983221287567,2.8,7.426946530612245,4.414965986394558,1.380952380952381,14.7,20.0,0.45918367346938777,1298,406,294,135,20,1,56,37,57,10,6,8,33,41,5,4,0,0,0,0,1
68,1,4.749898488608171,5.1289142040754925,7.3092679851116635,82.75929994736448,8.358793894277765,30.8225430483495,8.640760748177662,2.272727272727273,8.51296562899466,4.3424317617866,1.3200992555831266,12.212121212121213,33.0,0.5235732009925558,1750,532,403,211,33,1,75,35,109,19,9,19,44,41,1,8,0,1,0,0,1
69,1,4.034308943089432,4.013577235772356,5.266855073170731,90.48040650406504,7.743089430894308,26.268292682926827,7.83045891539648,1.7222222222222223,7.523716260162601,3.951219512195122,1.2113821138211383,13.666666666666666,18.0,0.5528455284552846,972,298,246,136,18,1,31,14,50,12,8,9,29,31,1,6,0,0,0,2,1
70,1,5.99871779859485,8.20073770491803,9.730481491803282,79.21667154566748,11.439578454332555,39.84016393442623,10.814821083775914,3.75,9.052244262295083,4.672131147540983,1.325526932084309,15.25,28.0,0.48711943793911006,1995,566,427,208,28,1,105,57,126,21,11,10,46,59,19,8,2,0,1,0,3
71,1,6.608965922444185,8.35636310223267,7.801560319819821,82.06270857814337,10.424441833137486,33.94398746572659,9.255432421712243,2.8260869565217392,7.972486643164904,4.274774774774775,1.2432432432432432,19.304347826086957,11.5,0.4099099099099099,1898,552,444,182,23,2,65,30,95,7,13,14,48,80,1,5,3,0,5,0,2
72,1,10.400526315789477,11.828419606709083,11.500367374060154,56.94022267206478,14.801156737998845,48.281087333718915,13.076629473115577,5.6923076923076925,9.459625390399076,4.889097744360902,1.5263157894736843,20.46153846153846,26.0,0.44548872180451127,2601,812,532,237,26,1,148,88,162,37,13,30,46,62,7,5,0,1,1,0,2
73,1,4.628409090909091,7.254509090909096,7.0320757600000015,94.26295454545456,10.872727272727275,33.93181818181819,10.006490497453706,2.8636363636363638,8.998993181818182,4.16,1.1125,18.181818181818183,22.0,0.43,1664,445,400,172,22,1,63,36,113,21,5,12,32,50,10,1,0,1,2,0,1
74,1,2.671724137931033,3.8885879027699275,6.428361013114756,94.64000000000001,6.829847371396269,23.304126625211985,7.54858826147342,1.3448275862068966,7.367925664217072,4.259016393442623,1.2,10.517241379310345,29.0,0.47540983606557374,1299,366,305,145,29,1,39,20,62,7,7,9,38,26,3,9,0,1,2,0,1
75,1,8.47113300492611,9.309421182266014,10.444425681034488,63.8443103448276,12.37569786535304,38.985221674876854,11.451542547285166,3.7142857142857144,8.768931362889983,4.767241379310345,1.4913793103448276,16.571428571428573,21.0,0.5287356321839081,1659,519,348,184,21,1,78,50,95,16,11,15,14,47,6,3,0,0,1,1,6
76,1,6.355227155837479,8.158458769072517,9.220019394136813,78.27773358477629,11.153711640665183,36.67906737527859,10.539370349250518,3.3157894736842106,9.581254054517402,4.5667752442996745,1.3257328990228012,16.157894736842106,19.0,0.4560260586319218,1402,407,307,140,19,1,63,36,100,15,7,12,24,35,14,3,2,1,1,0,2
77,1,3.8909543178973713,5.0240906602002475,7.442950001838238,87.78176783479351,8.968022528160201,30.14064455569462,9.136739726278531,2.148936170212766,8.535428175844807,4.387867647058823,1.2683823529411764,11.574468085106384,47.0,0.4227941176470588,2387,690,544,230,47,1,101,59,149,18,12,13,66,46,13,15,0,2,6,0,1
78,1,5.110158088235295,5.557825000000001,7.372404178823533,82.08064889705885,9.736029411764706,31.16360294117647,9.637959023675876,2.375,8.270614705882354,4.32,1.3152941176470587,13.28125,32.0,0.3905882352941176,1836,559,425,166,32,1,76,47,107,5,17,15,46,54,1,9,0,1,3,2,4
79,1,5.015052786922464,6.412457713701897,6.78618319843342,88.76646384379615,10.002906118742196,32.57906686343512,9.460582824697987,2.652173913043478,7.71939299579975,4.143603133159269,1.195822454308094,16.652173913043477,23.0,0.42036553524804177,1587,458,383,161,23,1,61,32,79,15,9,18,52,53,2,3,0,2,4,3,7
80,1,7.565749128919862,9.595831591173056,9.22912605121951,75.59394308943091,11.419279907084785,40.49941927990709,10.270291799999699,4.095238095238095,9.53444192799071,4.514634146341463,1.3170731707317074,19.523809523809526,21.0,0.5024390243902439,1851,540,410,206,21,1,86,37,128,23,7,21,29,42,3,4,0,1,3,0,1
81,1,8.608145161290324,9.313548387096777,6.793761940860218,74.7572177419355,13.386021505376346,38.84139784946237,11.440971508067067,3.625,8.058060215053764,4.059139784946237,1.282258064516129,23.25,16.0,0.41397849462365593,1510,477,372,154,16,1,58,38,77,14,11,16,47,34,1,6,0,1,2,1,2
82,1,6.971239821785222,6.957368259333229,9.552459236749122,66.99767706252882,11.282163158703334,39.51282839145799,10.661308776828736,3.347826086956522,8.598809786449532,4.720848056537102,1.5053003533568905,12.304347826086957,23.0,0.49469964664310956,1336,426,283,140,23,1,77,45,78,11,11,7,36,36,9,8,0,1,1,0,2
83,1,8.793809523809525,9.637380952380951,7.150555976190482,73.57452380952381,12.380952380952381,39.52380952380952,10.302967433402216,3.7777777777777777,7.5758809523809525,4.119047619047619,1.2952380952380953,23.333333333333332,9.0,0.5523809523809524,865,272,210,116,9,1,34,16,37,13,8,14,28,21,4,2,0,2,0,0,0
84,1,4.830962566844921,5.736109625668448,4.941472691176475,93.45842245989306,9.575044563279858,26.878787878787882,8.477225575051662,1.5454545454545454,7.188021212121212,3.799019607843137,1.1176470588235294,18.545454545454547,11.0,0.4215686274509804,775,228,204,86,11,1,17,11,34,4,11,7,41,22,1,5,0,0,0,0,1
85,1,7.297370427262901,7.693203618364908,7.521658037037039,75.32111623143882,12.395494111623144,36.10337372702964,11.347300123683029,3.2580645161290325,8.609555379188713,4.241622574955908,1.3350970017636685,18.29032258064516,31.0,0.37742504409171074,2405,757,567,214,31,1,101,72,146,24,11,18,83,51,0,10,2,1,2,0,0
